Place,Total Housing Units,Occupied Units,Vacant Units,State ID,Place ID,Vacancy Rate
"Bruceville town, Indiana",207,163,44,18,08578,21.256038647342994
"Brazil city, Indiana",3513,3208,305,18,07174,8.682038144036436
"Lizton town, Indiana",217,199,18,18,44442,8.294930875576037
"Spurgeon town, Indiana",88,77,11,18,72440,12.5
"Shamrock Lakes town, Indiana",110,108,2,18,68976,1.8181818181818181
"Camden town, Indiana",291,236,55,18,09910,18.900343642611684
"Gosport town, Indiana",383,341,42,18,28440,10.966057441253264
"Rosedale town, Indiana",360,296,64,18,65934,17.77777777777778
"Lakes of the Four Seasons CDP, Indiana",2728,2582,146,18,41530,5.351906158357771
"Ogden Dunes town, Indiana",608,498,110,18,56088,18.092105263157894
"Newtown town, Indiana",129,121,8,18,53694,6.2015503875969
"Veedersburg town, Indiana",1018,886,132,18,78740,12.966601178781925
"Elma city, Iowa",292,245,47,19,25095,16.095890410958905
"Fredonia city, Iowa",99,99,0,19,29055,0.0
"Eldon city, Iowa",561,488,73,19,24420,13.01247771836007
"Linn Grove city, Iowa",100,88,12,19,45480,12.0
"Clayton city, Iowa",78,32,46,19,13845,58.97435897435898
"Elkport city, Iowa",5,5,0,19,24825,0.0
"Luana city, Iowa",119,111,8,19,47055,6.722689075630252
"McGregor city, Iowa",499,401,98,19,48000,19.639278557114228
"Buffalo Center city, Iowa",456,417,39,19,09280,8.552631578947368
"Chester city, Iowa",91,84,7,19,13125,7.6923076923076925
"Protivin city, Iowa",191,164,27,19,65010,14.136125654450263
"Letts city, Iowa",179,162,17,19,44715,9.497206703910614
"Blakesburg city, Iowa",202,174,28,19,06850,13.861386138613863
"Britt city, Iowa",983,886,97,19,08605,9.867751780264497
"Goodell city, Iowa",57,54,3,19,31575,5.263157894736842
"Ankeny city, Iowa",23748,22085,1663,19,02305,7.002694963786424
"Polk City city, Iowa",1511,1452,59,19,64020,3.9046988749172735
"Earlville city, Iowa",375,358,17,19,23430,4.533333333333333
"Greeley city, Iowa",115,101,14,19,32610,12.173913043478262
"Manchester city, Iowa",2334,2151,183,19,48810,7.840616966580977
"Bradgate city, Iowa",38,30,8,19,08065,21.052631578947366
"Humboldt city, Iowa",2287,2100,187,19,37560,8.176650634018365
"Ames city, Iowa",26754,25243,1511,19,01855,5.64775360693728
"Anamosa city, Iowa",2280,2080,200,19,01990,8.771929824561402
"Hastings city, Iowa",69,55,14,19,34995,20.28985507246377
"Mallard city, Iowa",144,113,31,19,48585,21.52777777777778
"St. Anthony city, Iowa",39,25,14,19,69780,35.8974358974359
"Dixon city, Iowa",104,90,14,19,21540,13.461538461538462
"New Liberty city, Iowa",71,71,0,19,56280,0.0
"Castana city, Iowa",76,58,18,19,11530,23.684210526315788
"Melrose city, Iowa",88,71,17,19,50970,19.318181818181817
"Clear Lake city, Iowa",4453,3445,1008,19,14025,22.636424882101956
"Meservey city, Iowa",118,93,25,19,51420,21.1864406779661
"Bellevue city, Iowa",1085,960,125,19,05635,11.52073732718894
"St. Donatus city, Iowa",66,56,10,19,69960,15.151515151515152
"Chariton city, Iowa",2220,1877,343,19,12720,15.45045045045045
"Melvin city, Iowa",128,110,18,19,51060,14.0625
"Sibley city, Iowa",1163,1097,66,19,72975,5.674978503869303
"Indianola city, Iowa",6308,6108,200,19,38280,3.1705770450221937
"Duncombe city, Iowa",156,148,8,19,22755,5.128205128205128
"Lehigh city, Iowa",227,206,21,19,44265,9.251101321585903
"Wallingford city, Iowa",100,90,10,19,81975,10.0
"Imogene city, Iowa",17,12,5,19,38055,29.411764705882355
"Woden city, Iowa",126,101,25,19,86700,19.841269841269842
"Gibson city, Iowa",28,27,1,19,30540,3.571428571428571
"Kinross city, Iowa",33,28,5,19,41475,15.151515151515152
"Richland city, Iowa",288,258,30,19,66720,10.416666666666668
"Searsboro city, Iowa",80,76,4,19,71355,5.0
"Emmetsburg city, Iowa",1935,1590,345,19,25590,17.829457364341085
"Grant city, Iowa",61,58,3,19,32295,4.918032786885246
"Diagonal city, Iowa",142,118,24,19,21270,16.901408450704224
"Kellerton city, Iowa",151,126,25,19,40350,16.55629139072848
"Collins city, Iowa",193,167,26,19,15195,13.471502590673575
"Persia city, Iowa",115,112,3,19,62445,2.608695652173913
"Franklin city, Iowa",72,66,6,19,28740,8.333333333333332
"Badger city, Iowa",242,219,23,19,04195,9.50413223140496
"Colo city, Iowa",360,354,6,19,15240,1.6666666666666667
"Gilbert city, Iowa",352,339,13,19,30630,3.6931818181818183
"Ferguson city, Iowa",80,80,0,19,27255,0.0
"Liscomb city, Iowa",128,120,8,19,45660,6.25
"Maharishi Vedic City city, Iowa",218,181,37,19,48500,16.972477064220186
"Kent CDP, Iowa",6,6,0,19,40710,0.0
"Lake Panorama CDP, Iowa",1049,421,628,19,42575,59.86653956148713
"Little Cedar CDP, Iowa",25,25,0,19,45705,0.0
"Switz City town, Indiana",139,100,39,18,74582,28.05755395683453
"Worthington town, Indiana",708,578,130,18,85598,18.361581920903955
"Fowlerton town, Indiana",125,101,24,18,25198,19.2
"Matthews town, Indiana",291,271,20,18,47592,6.872852233676976
"Sweetser town, Indiana",689,635,54,18,74546,7.837445573294629
"Laconia town, Indiana",63,58,5,18,40644,7.936507936507936
"Mauckport town, Indiana",60,26,34,18,47628,56.666666666666664
"Muncie city, Indiana",32728,27481,5247,18,51876,16.03214373013933
"Spencer town, Indiana",1131,1021,110,18,71972,9.725906277630415
"Marshall town, Indiana",121,98,23,18,47322,19.00826446280992
"Montezuma town, Indiana",455,380,75,18,50652,16.483516483516482
"Bluffton city, Indiana",4667,4155,512,18,06220,10.970644953931862
"Ossian town, Indiana",1377,1266,111,18,57168,8.061002178649238
"Uniondale town, Indiana",135,122,13,18,77786,9.62962962962963
"Zanesville town, Indiana",255,241,14,18,86318,5.490196078431373
"Elwood city, Indiana",4133,3433,700,18,21070,16.936849745947256
"Oxford town, Indiana",523,460,63,18,57546,12.045889101338432
"Chrisney town, Indiana",281,257,24,18,12574,8.540925266903916
"Bryant town, Indiana",86,75,11,18,08704,12.790697674418606
"Redkey town, Indiana",726,668,58,18,63450,7.988980716253444
"Bargersville town, Indiana",2706,2492,214,18,03394,7.908351810790835
"Galena CDP, Indiana",601,545,56,18,26206,9.317803660565724
"Lanesville town, Indiana",274,257,17,18,42048,6.204379562043796
"Darlington town, Indiana",410,340,70,18,16840,17.073170731707318
"Trafalgar town, Indiana",465,453,12,18,76310,2.5806451612903225
"Markleville town, Indiana",203,191,12,18,47178,5.911330049261084
"Dayton town, Indiana",632,580,52,18,17002,8.227848101265822
"West Lafayette city, Indiana",15579,13834,1745,18,82862,11.200975672379485
"Chandler town, Indiana",1482,1311,171,18,12034,11.538461538461538
"Burns Harbor town, Indiana",663,633,30,18,09370,4.524886877828054
"Chesterton town, Indiana",5674,5437,237,18,12412,4.176947479732111
"Rensselaer city, Indiana",2548,2351,197,18,63792,7.731554160125589
"Hymera town, Indiana",369,324,45,18,35500,12.195121951219512
"Crows Nest town, Indiana",36,28,8,18,16156,22.22222222222222
"Greenwood city, Indiana",23925,21793,2132,18,29898,8.911180773249738
"Tipton city, Indiana",2387,2155,232,18,75986,9.719312945119398
"Pine Village town, Indiana",115,105,10,18,60084,8.695652173913043
"Williamsport town, Indiana",811,739,72,18,84410,8.877928483353884
"Whiteland town, Indiana",1637,1510,127,18,83816,7.758094074526572
"Stinesville town, Indiana",101,86,15,18,73232,14.85148514851485
"Alexandria city, Indiana",2354,1987,367,18,00910,15.590484282073067
"East Chicago city, Indiana",13430,10160,3270,18,19486,24.348473566641847
"Winamac town, Indiana",1209,1065,144,18,84734,11.910669975186105
"Lafayette city, Indiana",33787,30942,2845,18,40788,8.420398378074408
"Hagerstown town, Indiana",797,723,74,18,30402,9.284818067754077
"West Terre Haute town, Indiana",974,878,96,18,83384,9.856262833675565
"Centerville town, Indiana",1107,1000,107,18,11836,9.66576332429991
"Economy town, Indiana",71,56,15,18,20152,21.12676056338028
"Bedford city, Indiana",6602,5653,949,18,04114,14.374431990305968
"Lake Village CDP, Indiana",311,265,46,18,41652,14.790996784565916
"Morocco town, Indiana",521,416,105,18,51138,20.153550863723606
"French Lick town, Indiana",921,748,173,18,25972,18.783930510314875
"Greencastle city, Indiana",4009,3675,334,18,29358,8.331254676976803
"Russellville town, Indiana",163,128,35,18,66510,21.472392638036812
"Patoka town, Indiana",532,483,49,18,58320,9.210526315789473
"Princeton city, Indiana",3944,3386,558,18,62046,14.148073022312374
"West Harrison town, Indiana",171,124,47,18,82790,27.485380116959064
"Henderson city, Iowa",79,64,15,19,35715,18.9873417721519
"Manly city, Iowa",657,614,43,19,48900,6.54490106544901
"Northwood city, Iowa",987,919,68,19,57630,6.889564336372847
"Arlington city, Iowa",229,209,20,19,02845,8.73362445414847
"Clermont city, Iowa",326,271,55,19,14250,16.87116564417178
"Loveland CDP, Iowa",0,0,0,19,46785,
"Meyer CDP, Iowa",6,6,0,19,51510,0.0
"Middle Amana CDP, Iowa",268,268,0,19,51600,0.0
"Miller CDP, Iowa",11,11,0,19,52140,0.0
"Mineola CDP, Iowa",66,66,0,19,52635,0.0
"Mona CDP, Iowa",61,34,27,19,53085,44.26229508196721
"New Haven CDP, Iowa",22,22,0,19,56190,0.0
"Otranto CDP, Iowa",0,0,0,19,60285,
"Percival CDP, Iowa",38,38,0,19,62175,0.0
"Portland CDP, Iowa",28,28,0,19,64155,0.0
"River Sioux CDP, Iowa",39,39,0,19,67530,0.0
"Rochester CDP, Iowa",73,73,0,19,67890,0.0
"Roseville CDP, Iowa",0,0,0,19,68800,
"South Amana CDP, Iowa",65,65,0,19,73965,0.0
"St. Benedict CDP, Iowa",24,22,2,19,69825,8.333333333333332
"St. Joseph CDP, Iowa",25,25,0,19,70005,0.0
"Sexton CDP, Iowa",0,0,0,19,71715,
"Stone City CDP, Iowa",91,91,0,19,75540,0.0
"Sun Valley Lake CDP, Iowa",461,132,329,19,76415,71.36659436008676
"Toeterville CDP, Iowa",38,38,0,19,78465,0.0
"Twin Lakes CDP, Iowa",281,96,185,19,79335,65.83629893238434
"Washburn CDP, Iowa",338,338,0,19,82290,0.0
"Watkins CDP, Iowa",61,61,0,19,82515,0.0
"West Amana CDP, Iowa",118,99,19,19,83505,16.101694915254235
"Weston CDP, Iowa",64,46,18,19,84495,28.125
"Amana CDP, Iowa",179,150,29,19,01720,16.201117318435752
"Anderson CDP, Iowa",11,11,0,19,02035,0.0
"Athelstan CDP, Iowa",10,10,0,19,03430,0.0
"Bartlett CDP, Iowa",21,5,16,19,04735,76.19047619047619
"Beaverdale CDP, Iowa",449,387,62,19,05200,13.808463251670378
"Bentley CDP, Iowa",50,43,7,19,05870,14.000000000000002
"Bolan CDP, Iowa",8,8,0,19,07255,0.0
"Bradford CDP, Iowa",61,34,27,19,08020,44.26229508196721
"Burchinal CDP, Iowa",21,6,15,19,09415,71.42857142857143
"Burr Oak CDP, Iowa",73,73,0,19,09640,0.0
"California Junction CDP, Iowa",27,27,0,19,09910,0.0
"Chapin CDP, Iowa",56,56,0,19,12675,0.0
"Climbing Hill CDP, Iowa",57,57,0,19,14385,0.0
"Conroy CDP, Iowa",164,144,20,19,15870,12.195121951219512
"Corley CDP, Iowa",11,11,0,19,16320,0.0
"Denmark CDP, Iowa",188,188,0,19,19990,0.0
"Diamondhead Lake CDP, Iowa",231,145,86,19,21320,37.22943722943723
"Duncan CDP, Iowa",30,30,0,19,22710,0.0
"East Amana CDP, Iowa",24,24,0,19,23520,0.0
"Frytown CDP, Iowa",16,16,0,19,29325,0.0
"Garden City CDP, Iowa",61,48,13,19,29730,21.311475409836063
"Green Mountain CDP, Iowa",71,71,0,19,32925,0.0
"Hayfield CDP, Iowa",58,34,24,19,35490,41.37931034482759
"High Amana CDP, Iowa",50,31,19,19,36030,38.0
"Holiday Lake CDP, Iowa",535,244,291,19,36660,54.39252336448598
"Homestead CDP, Iowa",73,73,0,19,36975,0.0
"Buffalo city, Iowa",550,503,47,19,09235,8.545454545454545
"McCausland city, Iowa",119,107,12,19,47820,10.084033613445378
"Maysville city, Iowa",82,74,8,19,50655,9.75609756097561
"Panorama Park city, Iowa",53,44,9,19,61365,16.9811320754717
"Blencoe city, Iowa",112,104,8,19,06940,7.142857142857142
"Albia city, Iowa",1912,1639,273,19,00910,14.278242677824268
"Guernsey city, Iowa",24,24,0,19,33285,0.0
"Montezuma city, Iowa",689,557,132,19,53490,19.15820029027576
"Victor city, Iowa",457,395,62,19,80805,13.566739606126916
"Lime Springs city, Iowa",288,239,49,19,45165,17.01388888888889
"Morning Sun city, Iowa",342,312,30,19,54120,8.771929824561402
"Agency city, Iowa",326,301,25,19,00640,7.668711656441718
"Mason City city, Iowa",13535,12370,1165,19,50160,8.607314370151459
"Maynard city, Iowa",255,218,37,19,50610,14.50980392156863
"Colfax city, Iowa",822,760,62,19,15060,7.542579075425791
"Lambs Grove city, Iowa",95,90,5,19,42870,5.263157894736842
"Lynnville city, Iowa",208,183,25,19,47595,12.01923076923077
"Valeria city, Iowa",20,15,5,19,80175,25.0
"Laurens city, Iowa",765,626,139,19,43725,18.169934640522875
"Bennett city, Iowa",171,155,16,19,05770,9.35672514619883
"Fort Dodge city, Iowa",11101,9903,1198,19,28515,10.791820556706604
"Shannon City city, Iowa",47,36,11,19,71940,23.404255319148938
"Gowrie city, Iowa",443,435,8,19,31710,1.805869074492099
"Nevada city, Iowa",2903,2759,144,19,55695,4.96038580778505
"Ellston city, Iowa",16,16,0,19,25005,0.0
"Maxwell city, Iowa",356,340,16,19,50520,4.49438202247191
"Albion city, Iowa",259,252,7,19,00955,2.7027027027027026
"Waterville city, Iowa",69,56,13,19,82470,18.84057971014493
"Danville city, Iowa",420,395,25,19,18435,5.952380952380952
"Mediapolis city, Iowa",706,662,44,19,50790,6.232294617563739
"Grundy Center city, Iowa",1257,1178,79,19,33195,6.284805091487669
"Magnolia city, Iowa",82,68,14,19,48495,17.073170731707318
"Modale city, Iowa",157,124,33,19,52995,21.019108280254777
"Osceola city, Iowa",2241,2085,156,19,59835,6.961178045515395
"Garden Grove city, Iowa",92,76,16,19,29775,17.391304347826086
"Lamoni city, Iowa",1044,870,174,19,42960,16.666666666666664
"Murray city, Iowa",369,309,60,19,55065,16.260162601626014
"Eagle Grove city, Iowa",1691,1562,129,19,23250,7.6286221170904795
"New Hampton city, Iowa",1698,1562,136,19,56100,8.00942285041225
"Milford city, Iowa",1394,1255,139,19,52095,9.971305595408895
"Okoboji city, Iowa",1233,438,795,19,58710,64.47688564476886
"Casey city, Iowa",182,155,27,19,11395,14.835164835164836
"Irwin city, Iowa",202,174,28,19,39000,13.861386138613863
"Tennant city, Iowa",43,30,13,19,77430,30.23255813953488
"Alton city, Iowa",529,484,45,19,01585,8.506616257088846
"Matlock city, Iowa",34,34,0,19,50385,0.0
"Macedonia city, Iowa",125,110,15,19,47955,12.0
"Millersburg city, Iowa",76,76,0,19,52230,0.0
"Cambridge city, Iowa",313,291,22,19,10225,7.0287539936102235
"Zearing city, Iowa",253,226,27,19,87555,10.67193675889328
"Clemons city, Iowa",70,60,10,19,14160,14.285714285714285
"Laurel city, Iowa",119,108,11,19,43680,9.243697478991598
"New Providence city, Iowa",114,104,10,19,56415,8.771929824561402
"Owasa city, Iowa",23,23,0,19,60555,0.0
"George city, Iowa",494,481,13,19,30225,2.631578947368421
"Havelock city, Iowa",80,60,20,19,35130,25.0
"Davis City city, Iowa",153,111,42,19,19090,27.450980392156865
"Grand River city, Iowa",122,90,32,19,32070,26.229508196721312
"Jewell Junction city, Iowa",558,488,70,19,39675,12.544802867383511
"Pilot Mound city, Iowa",130,114,16,19,62850,12.307692307692308
"Superior city, Iowa",81,79,2,19,76440,2.4691358024691357
"West Okoboji city, Iowa",413,167,246,19,84450,59.56416464891041
"Bayard city, Iowa",229,166,63,19,04960,27.510917030567683
"Guthrie Center city, Iowa",830,687,143,19,33420,17.2289156626506
"Winterset city, Iowa",2298,2136,162,19,86520,7.049608355091384
"Coin city, Iowa",93,71,22,19,14970,23.655913978494624
"Essex city, Iowa",408,361,47,19,25815,11.519607843137255
"Kalona city, Iowa",1086,1017,69,19,40170,6.353591160220995
"Riverside city, Iowa",486,444,42,19,67440,8.641975308641975
"Anita city, Iowa",588,512,76,19,02260,12.925170068027212
"Aredale city, Iowa",36,30,6,19,02620,16.666666666666664
"Shell Rock city, Iowa",627,597,30,19,72435,4.784688995215311
"Hardy city, Iowa",26,20,6,19,34455,23.076923076923077
"Glenwood city, Iowa",2114,1881,233,19,31350,11.021759697256387
"Elgin city, Iowa",359,313,46,19,24645,12.813370473537605
"Monroe city, Iowa",830,740,90,19,53355,10.843373493975903
"Plover city, Iowa",55,36,19,19,63840,34.54545454545455
"Dana city, Iowa",29,19,10,19,18345,34.48275862068966
"Colesburg city, Iowa",202,186,16,19,15015,7.920792079207921
"Alden city, Iowa",384,364,20,19,01045,5.208333333333334
"Sigourney city, Iowa",1017,862,155,19,73110,15.240904621435595
"Elberon city, Iowa",69,57,12,19,24375,17.391304347826086
"Sidney city, Iowa",604,447,157,19,73065,25.99337748344371
"Thurman city, Iowa",60,48,12,19,77970,20.0
"Orchard city, Iowa",46,33,13,19,59520,28.26086956521739
"Alleman city, Iowa",149,149,0,19,01180,0.0
"Mitchellville city, Iowa",686,576,110,19,52950,16.034985422740526
"West Des Moines city, Iowa",29696,27704,1992,19,83910,6.707974137931035
"Tingley city, Iowa",84,61,23,19,78195,27.380952380952383
"Rodman city, Iowa",23,15,8,19,68340,34.78260869565217
"Ruthven city, Iowa",367,324,43,19,69330,11.716621253405995
"Mount Ayr city, Iowa",933,828,105,19,54480,11.254019292604502
"Haverhill city, Iowa",83,73,10,19,35220,12.048192771084338
"Le Grand city, Iowa",402,367,35,19,44220,8.706467661691542
"Long Grove city, Iowa",349,335,14,19,46425,4.011461318051576
"Ute city, Iowa",222,184,38,19,79995,17.117117117117118
"Columbus Junction city, Iowa",909,812,97,19,15420,10.671067106710671
"Cotter city, Iowa",19,19,0,19,16725,0.0
"Oakville city, Iowa",73,68,5,19,58395,6.8493150684931505
"Hartley city, Iowa",876,763,113,19,34725,12.899543378995434
"Dougherty city, Iowa",48,28,20,19,22080,41.66666666666667
"Rock Falls city, Iowa",69,69,0,19,68025,0.0
"Dundee city, Iowa",89,85,4,19,22800,4.49438202247191
"Ryan city, Iowa",201,174,27,19,69465,13.432835820895523
"Clive city, Iowa",6931,6618,313,19,14520,4.51594286538739
"Pleasant Hill city, Iowa",3899,3652,247,19,63525,6.334957681456784
"Runnells city, Iowa",194,179,15,19,69240,7.731958762886598
"Saylorville CDP, Iowa",1348,1259,89,19,70995,6.602373887240357
"Urbandale city, Iowa",17372,16726,646,19,79950,3.7186276767211606
"Elkader city, Iowa",669,630,39,19,24690,5.829596412556054
"Garnavillo city, Iowa",387,373,14,19,29910,3.6175710594315245
"Kirkman city, Iowa",35,34,1,19,41520,2.857142857142857
"Hancock city, Iowa",108,91,17,19,34005,15.74074074074074
"Hutchins CDP, Iowa",7,7,0,19,37875,0.0
"Irvington CDP, Iowa",0,0,0,19,38955,
"Jacksonville CDP, Iowa",9,9,0,19,39180,0.0
"Center Junction CDP, Iowa",68,65,3,19,12225,4.411764705882353
"DeWitt city, Iowa",2200,1987,213,19,21180,9.681818181818182
"Mount Union CDP, Iowa",65,58,7,19,54795,10.76923076923077
"Mount Sterling CDP, Iowa",19,19,0,19,54750,0.0
"McClelland city, Iowa",65,65,0,19,47865,0.0
"Keomah Village city, Iowa",44,43,1,19,40890,2.272727272727273
